sk_day_no,day,sk_day_no,fdow,sk_fdow_no,ldow,sk_ldow_no,lyr_ldow,sk_lyr_ldow_no,ssn_start_ldow,sk_ssn_start_ldow_no,log_yr_start_ldow,sk_log_yr_start_ldow_no,fin_yr_start_ldow,sk_fin_yr_start_ldow_no,lyr_ssn_start_ldow,sk_lyr_ssn_start_ldow_no,lyr_log_yr_start_ldow,sk_lyr_log_yr_start_ldow_no,lyr_fin_yr_start_ldow,sk_lyr_fin_yr_start_ldow_no,fdom,sk_fdom_no,plan_fdom,sk_plan_fdom_no,julian_ldom,sk_julian_ldom_no,ldom,sk_ldom_no,plan_ldom,sk_plan_ldom_no,lyr_ldom,sk_lyr_ldom_no,fin_wk,julian_wk,log_wk,plan_wk,fin_mnth,log_mnth,plan_mnth,fin_yr,log_yr,plan_yr,log_yr_desc,fin_no_wk_mnth,log_no_wk_mnth,plan_no_wk_mnth,fin_mnth_wk_no,log_mnth_wk_no,plan_mnth_wk_no,quarter,quarter_desc,first_day_of_season_ind,first_day_of_season_desc,ssn_start_ldow_ind,ssn_start_ldow_desc,yr_start_ldow_ind,yr_start_ldow_desc,season_code,season_desc,fin_quarter_code,fin_quarter_desc,fin_season_code,fin_season_desc,fin_yr_code,fin_yr_desc,lyr_plan_wk_code,lyr_plan_wk_desc,plan_quarter_code,plan_quarter_desc,plan_wk_code,plan_wk_desc,plan_yr_code,plan_yr_desc,plan_mnth_code,plan_mnth_desc,julian_mnth,julian_yr,julian_no_wk_mnth,julian_mnth_wk_no
20130727,27/07/2013,20130727,21/07/2013,20130721,27/07/2013,20130727,28/07/2012,20120728,02/02/2013,20130202,06/07/2013,20130706,06/07/2013,20130706,28/01/2012,20120128,07/07/2012,20120707,07/07/2012,20120707,30/06/2013,20130630,30/06/2013,20130630,31/07/2013,20130731,27/07/2013,20130727,27/07/2013,20130727,28/07/2012,20120728,4,30,4,4,1,7,1,2014,2014,2013,Year 14,4,4,4,4,4,4,4,Winter 13 4th QUARTER,N,No,N,No,N,No,W13,Winter13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK04,Y13WK04: 22-Jul-2012 - 28-Jul-2012,W13Q4,Winter 13 4th QUARTER,Y14WK04,Year 14 Week 04,Y13,Year 13,13-Jul,13-Jul,7,2013,4,5
20130728,28/07/2013,20130728,28/07/2013,20130728,03/08/2013,20130803,04/08/2012,20120804,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/07/2013,20130731,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,5,30,5,5,2,8,2,2014,2014,2014,Year 14,1,1,1,5,5,5,1,Summer 13 1st QUARTER,Y,Yes,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK05,Y13WK05: 29-Jul-2012 - 04-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK05,Year 14 Week 05,Y14,Year 14,13-Aug,13-Aug,7,2013,4,5
20130729,29/07/2013,20130729,28/07/2013,20130728,03/08/2013,20130803,04/08/2012,20120804,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/07/2013,20130731,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,5,30,5,5,2,8,2,2014,2014,2014,Year 14,1,1,1,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK05,Y13WK05: 29-Jul-2012 - 04-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK05,Year 14 Week 05,Y14,Year 14,13-Aug,13-Aug,7,2013,5,5
20130730,30/07/2013,20130730,28/07/2013,20130728,03/08/2013,20130803,04/08/2012,20120804,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/07/2013,20130731,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,5,31,5,5,2,8,2,2014,2014,2014,Year 14,1,1,1,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK05,Y13WK05: 29-Jul-2012 - 04-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK05,Year 14 Week 05,Y14,Year 14,13-Aug,13-Aug,7,2013,5,5
20130731,31/07/2013,20130731,28/07/2013,20130728,03/08/2013,20130803,04/08/2012,20120804,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/07/2013,20130731,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,5,31,5,5,2,8,2,2014,2014,2014,Year 14,1,1,1,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK05,Y13WK05: 29-Jul-2012 - 04-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK05,Year 14 Week 05,Y14,Year 14,13-Aug,13-Aug,7,2013,5,5
20130801,01/08/2013,20130801,28/07/2013,20130728,03/08/2013,20130803,04/08/2012,20120804,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,5,31,5,5,2,8,2,2014,2014,2014,Year 14,1,1,1,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK05,Y13WK05: 29-Jul-2012 - 04-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK05,Year 14 Week 05,Y14,Year 14,13-Aug,13-Aug,8,2013,1,5
20130802,02/08/2013,20130802,28/07/2013,20130728,03/08/2013,20130803,04/08/2012,20120804,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,5,31,5,5,2,8,2,2014,2014,2014,Year 14,1,1,1,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK05,Y13WK05: 29-Jul-2012 - 04-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK05,Year 14 Week 05,Y14,Year 14,13-Aug,13-Aug,8,2013,1,5
20130803,03/08/2013,20130803,28/07/2013,20130728,03/08/2013,20130803,04/08/2012,20120804,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,5,31,5,5,2,8,2,2014,2014,2014,Year 14,1,1,1,5,5,5,1,Summer 13 1st QUARTER,N,No,Y,Yes,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK05,Y13WK05: 29-Jul-2012 - 04-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK05,Year 14 Week 05,Y14,Year 14,13-Aug,13-Aug,8,2013,1,5
20130804,04/08/2013,20130804,04/08/2013,20130804,10/08/2013,20130810,11/08/2012,20120811,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,6,31,6,6,2,8,2,2014,2014,2014,Year 14,2,2,2,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK06,Y13WK06: 05-Aug-2012 - 11-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK06,Year 14 Week 06,Y14,Year 14,13-Aug,13-Aug,8,2013,1,5
20130805,05/08/2013,20130805,04/08/2013,20130804,10/08/2013,20130810,11/08/2012,20120811,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,6,31,6,6,2,8,2,2014,2014,2014,Year 14,2,2,2,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK06,Y13WK06: 05-Aug-2012 - 11-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK06,Year 14 Week 06,Y14,Year 14,13-Aug,13-Aug,8,2013,1,5
20130806,06/08/2013,20130806,04/08/2013,20130804,10/08/2013,20130810,11/08/2012,20120811,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,6,32,6,6,2,8,2,2014,2014,2014,Year 14,2,2,2,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK06,Y13WK06: 05-Aug-2012 - 11-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK06,Year 14 Week 06,Y14,Year 14,13-Aug,13-Aug,8,2013,1,5
20130807,07/08/2013,20130807,04/08/2013,20130804,10/08/2013,20130810,11/08/2012,20120811,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,6,32,6,6,2,8,2,2014,2014,2014,Year 14,2,2,2,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK06,Y13WK06: 05-Aug-2012 - 11-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK06,Year 14 Week 06,Y14,Year 14,13-Aug,13-Aug,8,2013,1,5
20130808,08/08/2013,20130808,04/08/2013,20130804,10/08/2013,20130810,11/08/2012,20120811,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,6,32,6,6,2,8,2,2014,2014,2014,Year 14,2,2,2,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK06,Y13WK06: 05-Aug-2012 - 11-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK06,Year 14 Week 06,Y14,Year 14,13-Aug,13-Aug,8,2013,2,5
20130809,09/08/2013,20130809,04/08/2013,20130804,10/08/2013,20130810,11/08/2012,20120811,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,6,32,6,6,2,8,2,2014,2014,2014,Year 14,2,2,2,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK06,Y13WK06: 05-Aug-2012 - 11-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK06,Year 14 Week 06,Y14,Year 14,13-Aug,13-Aug,8,2013,2,5
20130810,10/08/2013,20130810,04/08/2013,20130804,10/08/2013,20130810,11/08/2012,20120811,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,6,32,6,6,2,8,2,2014,2014,2014,Year 14,2,2,2,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK06,Y13WK06: 05-Aug-2012 - 11-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK06,Year 14 Week 06,Y14,Year 14,13-Aug,13-Aug,8,2013,2,5
20130811,11/08/2013,20130811,11/08/2013,20130811,17/08/2013,20130817,18/08/2012,20120818,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,7,32,7,7,2,8,2,2014,2014,2014,Year 14,3,3,3,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK07,Y13WK07: 12-Aug-2012 - 18-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK07,Year 14 Week 07,Y14,Year 14,13-Aug,13-Aug,8,2013,2,5
20130812,12/08/2013,20130812,11/08/2013,20130811,17/08/2013,20130817,18/08/2012,20120818,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,7,32,7,7,2,8,2,2014,2014,2014,Year 14,3,3,3,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK07,Y13WK07: 12-Aug-2012 - 18-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK07,Year 14 Week 07,Y14,Year 14,13-Aug,13-Aug,8,2013,2,5
20130813,13/08/2013,20130813,11/08/2013,20130811,17/08/2013,20130817,18/08/2012,20120818,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,7,33,7,7,2,8,2,2014,2014,2014,Year 14,3,3,3,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK07,Y13WK07: 12-Aug-2012 - 18-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK07,Year 14 Week 07,Y14,Year 14,13-Aug,13-Aug,8,2013,2,5
20130814,14/08/2013,20130814,11/08/2013,20130811,17/08/2013,20130817,18/08/2012,20120818,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,7,33,7,7,2,8,2,2014,2014,2014,Year 14,3,3,3,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK07,Y13WK07: 12-Aug-2012 - 18-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK07,Year 14 Week 07,Y14,Year 14,13-Aug,13-Aug,8,2013,2,5
20130815,15/08/2013,20130815,11/08/2013,20130811,17/08/2013,20130817,18/08/2012,20120818,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,7,33,7,7,2,8,2,2014,2014,2014,Year 14,3,3,3,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK07,Y13WK07: 12-Aug-2012 - 18-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK07,Year 14 Week 07,Y14,Year 14,13-Aug,13-Aug,8,2013,3,5
20130816,16/08/2013,20130816,11/08/2013,20130811,17/08/2013,20130817,18/08/2012,20120818,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,7,33,7,7,2,8,2,2014,2014,2014,Year 14,3,3,3,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK07,Y13WK07: 12-Aug-2012 - 18-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK07,Year 14 Week 07,Y14,Year 14,13-Aug,13-Aug,8,2013,3,5
20130817,17/08/2013,20130817,11/08/2013,20130811,17/08/2013,20130817,18/08/2012,20120818,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,7,33,7,7,2,8,2,2014,2014,2014,Year 14,3,3,3,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK07,Y13WK07: 12-Aug-2012 - 18-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK07,Year 14 Week 07,Y14,Year 14,13-Aug,13-Aug,8,2013,3,5
20130818,18/08/2013,20130818,18/08/2013,20130818,24/08/2013,20130824,25/08/2012,20120825,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,8,33,8,8,2,8,2,2014,2014,2014,Year 14,4,4,4,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK08,Y13WK08: 19-Aug-2012 - 25-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK08,Year 14 Week 08,Y14,Year 14,13-Aug,13-Aug,8,2013,3,5
20130819,19/08/2013,20130819,18/08/2013,20130818,24/08/2013,20130824,25/08/2012,20120825,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,8,33,8,8,2,8,2,2014,2014,2014,Year 14,4,4,4,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK08,Y13WK08: 19-Aug-2012 - 25-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK08,Year 14 Week 08,Y14,Year 14,13-Aug,13-Aug,8,2013,3,5
20130820,20/08/2013,20130820,18/08/2013,20130818,24/08/2013,20130824,25/08/2012,20120825,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,8,34,8,8,2,8,2,2014,2014,2014,Year 14,4,4,4,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK08,Y13WK08: 19-Aug-2012 - 25-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK08,Year 14 Week 08,Y14,Year 14,13-Aug,13-Aug,8,2013,3,5
20130821,21/08/2013,20130821,18/08/2013,20130818,24/08/2013,20130824,25/08/2012,20120825,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,8,34,8,8,2,8,2,2014,2014,2014,Year 14,4,4,4,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK08,Y13WK08: 19-Aug-2012 - 25-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK08,Year 14 Week 08,Y14,Year 14,13-Aug,13-Aug,8,2013,3,5
20130822,22/08/2013,20130822,18/08/2013,20130818,24/08/2013,20130824,25/08/2012,20120825,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,8,34,8,8,2,8,2,2014,2014,2014,Year 14,4,4,4,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK08,Y13WK08: 19-Aug-2012 - 25-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK08,Year 14 Week 08,Y14,Year 14,13-Aug,13-Aug,8,2013,4,5
20130823,23/08/2013,20130823,18/08/2013,20130818,24/08/2013,20130824,25/08/2012,20120825,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,8,34,8,8,2,8,2,2014,2014,2014,Year 14,4,4,4,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK08,Y13WK08: 19-Aug-2012 - 25-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK08,Year 14 Week 08,Y14,Year 14,13-Aug,13-Aug,8,2013,4,5
20130824,24/08/2013,20130824,18/08/2013,20130818,24/08/2013,20130824,25/08/2012,20120825,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,25/08/2012,20120825,8,34,8,8,2,8,2,2014,2014,2014,Year 14,4,4,4,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK08,Y13WK08: 19-Aug-2012 - 25-Aug-2012,S13Q1,Summer 13 1st QUARTER,Y14WK08,Year 14 Week 08,Y14,Year 14,13-Aug,13-Aug,8,2013,4,5
20130825,25/08/2013,20130825,25/08/2013,20130825,31/08/2013,20130831,01/09/2012,20120901,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,29/09/2012,20120929,9,34,9,9,2,8,2,2014,2014,2014,Year 14,5,5,5,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK09,Y13WK09: 26-Aug-2012 - 01-Sep-2012,S13Q1,Summer 13 1st QUARTER,Y14WK09,Year 14 Week 09,Y14,Year 14,13-Aug,13-Aug,8,2013,4,5
20130826,26/08/2013,20130826,25/08/2013,20130825,31/08/2013,20130831,01/09/2012,20120901,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,29/09/2012,20120929,9,34,9,9,2,8,2,2014,2014,2014,Year 14,5,5,5,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK09,Y13WK09: 26-Aug-2012 - 01-Sep-2012,S13Q1,Summer 13 1st QUARTER,Y14WK09,Year 14 Week 09,Y14,Year 14,13-Aug,13-Aug,8,2013,4,5
20130827,27/08/2013,20130827,25/08/2013,20130825,31/08/2013,20130831,01/09/2012,20120901,03/08/2013,20130803,06/07/2013,20130706,06/07/2013,20130706,04/08/2012,20120804,07/07/2012,20120707,07/07/2012,20120707,28/07/2013,20130728,28/07/2013,20130728,31/08/2013,20130831,31/08/2013,20130831,31/08/2013,20130831,29/09/2012,20120929,9,35,9,9,2,8,2,2014,2014,2014,Year 14,5,5,5,5,5,5,1,Summer 13 1st QUARTER,N,No,N,No,N,No,S13,Summer13,FINS13Q1,Fin Summer 13 1st Quarter,FINS13,Fin Summer13,FINY14,Fin Year 14,Y13WK09,Y13WK09: 26-Aug-2012 - 01-Sep-2012,S13Q1,Summer 13 1st QUARTER,Y14WK09,Year 14 Week 09,Y14,Year 14,13-Aug,13-Aug,8,2013,4,5
